T,O,H,L,C,V,A,N,BV,BA
1500071520000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500071580000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500071640000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500071700000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500071760000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500071820000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500071880000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500071940000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072000000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072060000,0.00004193,0.00004193,0.00004193,0.00004193,290.00000000,0.01215970,1,290.00000000,0.01215970
1500072120000,0.00004193,0.00004195,0.00004193,0.00004195,1800.00000000,0.07549792,3,1800.00000000,0.07549792
1500072180000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072240000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072300000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072360000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072420000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072480000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072540000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072600000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072660000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072720000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072780000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072840000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072900000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500072960000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500073020000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500073080000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500073140000,0.00004195,0.00004195,0.00004195,0.00004195,0.00000000,0.00000000,0,0.00000000,0.00000000
1500073200000,0.00004005,0.00004005,0.00004000,0.00004000,35347.00000000,1.41425929,9,0.00000000,0.00000000
1500073260000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500073320000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500073380000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500073440000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500073500000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500073560000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500073620000,0.00004000,0.00004000,0.00004000,0.00004000,6301.00000000,0.25204000,1,0.00000000,0.00000000
1500073680000,0.00004000,0.00004000,0.00004000,0.00004000,4797.00000000,0.19188000,1,0.00000000,0.00000000
1500073740000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500073800000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500073860000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500073920000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500073980000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074040000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074100000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074160000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074220000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074280000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074340000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074400000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074460000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074520000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074580000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074640000,0.00004000,0.00004000,0.00004000,0.00004000,1600.00000000,0.06400000,1,0.00000000,0.00000000
1500074700000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074760000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074820000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074880000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500074940000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075000000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075060000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075120000,0.00004000,0.00004000,0.00004000,0.00004000,1078.00000000,0.04312000,1,0.00000000,0.00000000
1500075180000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075240000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075300000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075360000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075420000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075480000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075540000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075600000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075660000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075720000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075780000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075840000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500075900000,0.00004000,0.00004000,0.00004000,0.00004000,9711.00000000,0.38844000,1,0.00000000,0.00000000
1500075960000,0.00004000,0.00004000,0.00004000,0.00004000,26361.00000000,1.05444000,8,0.00000000,0.00000000
1500076020000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500076080000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500076140000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500076200000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500076260000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500076320000,0.00003910,0.00003910,0.00003871,0.00003871,70482.00000000,2.74087120,10,0.00000000,0.00000000
1500076380000,0.00003871,0.00003871,0.00003871,0.00003871,0.00000000,0.00000000,0,0.00000000,0.00000000
1500076440000,0.00003871,0.00003871,0.00003871,0.00003871,0.00000000,0.00000000,0,0.00000000,0.00000000
1500076500000,0.00003871,0.00003871,0.00003871,0.00003871,0.00000000,0.00000000,0,0.00000000,0.00000000
1500076560000,0.00003871,0.00003871,0.00003871,0.00003871,419.00000000,0.01621949,1,0.00000000,0.00000000
1500076620000,0.00003871,0.00003871,0.00003871,0.00003871,0.00000000,0.00000000,0,0.00000000,0.00000000
1500076680000,0.00003871,0.00003871,0.00003871,0.00003871,0.00000000,0.00000000,0,0.00000000,0.00000000
1500076740000,0.00003871,0.00003871,0.00003871,0.00003871,0.00000000,0.00000000,0,0.00000000,0.00000000
1500076800000,0.00003871,0.00003871,0.00003871,0.00003871,0.00000000,0.00000000,0,0.00000000,0.00000000
1500076860000,0.00003871,0.00003871,0.00003871,0.00003871,0.00000000,0.00000000,0,0.00000000,0.00000000
1500076920000,0.00003871,0.00003871,0.00003800,0.00003800,10000.00000000,0.38167537,4,0.00000000,0.00000000
1500076980000,0.00003800,0.00003800,0.00003800,0.00003800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500077040000,0.00003800,0.00003800,0.00003800,0.00003800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500077100000,0.00003800,0.00003800,0.00003800,0.00003800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500077160000,0.00003800,0.00003800,0.00003800,0.00003800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500077220000,0.00003800,0.00003800,0.00003800,0.00003800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500077280000,0.00003800,0.00003800,0.00003800,0.00003800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500077340000,0.00003800,0.00003800,0.00003800,0.00003800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500077400000,0.00003800,0.00003800,0.00003800,0.00003800,16547.00000000,0.62878600,5,0.00000000,0.00000000
1500077460000,0.00003770,0.00003770,0.00003767,0.00003767,50000.00000000,1.88400602,4,0.00000000,0.00000000
1500077520000,0.00003768,0.00003768,0.00003767,0.00003767,2621.00000000,0.09873746,2,0.00000000,0.00000000
1500077580000,0.00003767,0.00003767,0.00003767,0.00003767,0.00000000,0.00000000,0,0.00000000,0.00000000
1500077640000,0.00003767,0.00003767,0.00003767,0.00003767,499.00000000,0.01879733,1,0.00000000,0.00000000
1500077700000,0.00003767,0.00003767,0.00003766,0.00003766,45120.00000000,1.69937040,3,0.00000000,0.00000000
1500077760000,0.00003765,0.00003765,0.00003764,0.00003764,55512.00000000,2.08977168,4,0.00000000,0.00000000
1500077820000,0.00003764,0.00003764,0.00003764,0.00003764,0.00000000,0.00000000,0,0.00000000,0.00000000
1500077880000,0.00003764,0.00003764,0.00003763,0.00003763,10000.00000000,0.37634488,2,0.00000000,0.00000000
1500077940000,0.00003763,0.00003763,0.00003763,0.00003763,0.00000000,0.00000000,0,0.00000000,0.00000000
1500078000000,0.00003763,0.00003763,0.00003763,0.00003763,0.00000000,0.00000000,0,0.00000000,0.00000000
1500078060000,0.00003763,0.00003763,0.00003763,0.00003763,24488.00000000,0.92148344,1,0.00000000,0.00000000
1500078120000,0.00003762,0.00003762,0.00003701,0.00003701,165898.00000000,6.19424268,10,0.00000000,0.00000000
1500078180000,0.00003701,0.00003701,0.00003701,0.00003701,19633.00000000,0.72661733,1,0.00000000,0.00000000
1500078240000,0.00003701,0.00003701,0.00003701,0.00003701,0.00000000,0.00000000,0,0.00000000,0.00000000
1500078300000,0.00003701,0.00003960,0.00003701,0.00003960,5769.00000000,0.21376969,2,100.00000000,0.00396000
1500078360000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500078420000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500078480000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500078540000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500078600000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500078660000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500078720000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500078780000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500078840000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500078900000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500078960000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079020000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079080000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079140000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079200000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079260000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079320000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079380000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079440000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079500000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079560000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079620000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079680000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079740000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079800000,0.00003960,0.00003960,0.00003960,0.00003960,0.00000000,0.00000000,0,0.00000000,0.00000000
1500079860000,0.00003705,0.00003705,0.00003705,0.00003705,34357.00000000,1.27292685,2,0.00000000,0.00000000
1500079920000,0.00003705,0.00003705,0.00003705,0.00003705,15643.00000000,0.57957315,2,0.00000000,0.00000000
1500079980000,0.00003703,0.00003703,0.00003703,0.00003703,7000.00000000,0.25921000,2,0.00000000,0.00000000
1500080040000,0.00003702,0.00003702,0.00003702,0.00003702,2925.00000000,0.10828350,1,0.00000000,0.00000000
1500080100000,0.00003702,0.00003702,0.00003702,0.00003702,0.00000000,0.00000000,0,0.00000000,0.00000000
1500080160000,0.00003702,0.00003702,0.00003702,0.00003702,0.00000000,0.00000000,0,0.00000000,0.00000000
1500080220000,0.00003702,0.00003702,0.00003702,0.00003702,0.00000000,0.00000000,0,0.00000000,0.00000000
1500080280000,0.00003702,0.00003702,0.00003702,0.00003702,0.00000000,0.00000000,0,0.00000000,0.00000000
1500080340000,0.00003897,0.00003897,0.00003897,0.00003897,70.00000000,0.00272790,1,70.00000000,0.00272790
1500080400000,0.00003897,0.00003897,0.00003897,0.00003897,0.00000000,0.00000000,0,0.00000000,0.00000000
1500080460000,0.00003897,0.00003897,0.00003897,0.00003897,0.00000000,0.00000000,0,0.00000000,0.00000000
1500080520000,0.00003897,0.00003897,0.00003897,0.00003897,0.00000000,0.00000000,0,0.00000000,0.00000000
1500080580000,0.00003897,0.00003897,0.00003897,0.00003897,0.00000000,0.00000000,0,0.00000000,0.00000000
1500080640000,0.00003897,0.00003897,0.00003897,0.00003897,0.00000000,0.00000000,0,0.00000000,0.00000000
1500080700000,0.00003897,0.00003897,0.00003897,0.00003897,0.00000000,0.00000000,0,0.00000000,0.00000000
1500080760000,0.00003897,0.00003897,0.00003897,0.00003897,0.00000000,0.00000000,0,0.00000000,0.00000000
1500080820000,0.00003897,0.00003897,0.00003897,0.00003897,0.00000000,0.00000000,0,0.00000000,0.00000000
1500080880000,0.00003706,0.00003706,0.00003705,0.00003705,2032.00000000,0.07528641,2,0.00000000,0.00000000
1500080940000,0.00003705,0.00003705,0.00003705,0.00003705,0.00000000,0.00000000,0,0.00000000,0.00000000
1500081000000,0.00003705,0.00003705,0.00003705,0.00003705,5024.00000000,0.18613920,1,0.00000000,0.00000000
1500081060000,0.00003705,0.00003705,0.00003704,0.00003704,15321.00000000,0.56749002,2,0.00000000,0.00000000
1500081120000,0.00003704,0.00003704,0.00003704,0.00003704,0.00000000,0.00000000,0,0.00000000,0.00000000
1500081180000,0.00003704,0.00003704,0.00003703,0.00003703,10000.00000000,0.37030018,2,0.00000000,0.00000000
1500081240000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500081300000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500081360000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500081420000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500081480000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500081540000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500081600000,0.00003703,0.00003703,0.00003703,0.00003703,1600.00000000,0.05924800,1,0.00000000,0.00000000
1500081660000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500081720000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500081780000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500081840000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500081900000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500081960000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082020000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082080000,0.00003799,0.00003799,0.00003799,0.00003799,58.00000000,0.00220342,1,58.00000000,0.00220342
1500082140000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082200000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082260000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082320000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082380000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082440000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082500000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082560000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082620000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082680000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082740000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082800000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082860000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082920000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500082980000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500083040000,0.00003799,0.00003799,0.00003799,0.00003799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500083100000,0.00003703,0.00003703,0.00003703,0.00003703,699.00000000,0.02588397,1,0.00000000,0.00000000
1500083160000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500083220000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500083280000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500083340000,0.00003703,0.00003703,0.00003703,0.00003703,0.00000000,0.00000000,0,0.00000000,0.00000000
1500083400000,0.00003703,0.00003703,0.00003626,0.00003626,50666.00000000,1.86830338,15,0.00000000,0.00000000
1500083460000,0.00003626,0.00003626,0.00003626,0.00003626,33111.00000000,1.20060486,1,0.00000000,0.00000000
1500083520000,0.00003626,0.00003626,0.00003626,0.00003626,0.00000000,0.00000000,0,0.00000000,0.00000000
1500083580000,0.00003626,0.00003626,0.00003626,0.00003626,0.00000000,0.00000000,0,0.00000000,0.00000000
1500083640000,0.00003626,0.00003626,0.00003626,0.00003626,0.00000000,0.00000000,0,0.00000000,0.00000000
1500083700000,0.00003626,0.00003626,0.00003626,0.00003626,0.00000000,0.00000000,0,0.00000000,0.00000000
1500083760000,0.00003626,0.00003626,0.00003626,0.00003626,12828.00000000,0.46514328,2,0.00000000,0.00000000
1500083820000,0.00003626,0.00003626,0.00003600,0.00003600,9999.00000000,0.36213258,4,0.00000000,0.00000000
1500083880000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500083940000,0.00003600,0.00003600,0.00003600,0.00003600,10000.00000000,0.36000000,3,0.00000000,0.00000000
1500084000000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500084060000,0.00003600,0.00003600,0.00003600,0.00003600,2858.00000000,0.10288800,2,0.00000000,0.00000000
1500084120000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500084180000,0.00003520,0.00003520,0.00003520,0.00003520,1889.00000000,0.06649280,1,0.00000000,0.00000000
1500084240000,0.00003520,0.00003520,0.00003520,0.00003520,8111.00000000,0.28550720,1,0.00000000,0.00000000
1500084300000,0.00003500,0.00003500,0.00003500,0.00003500,11717.00000000,0.41009500,6,0.00000000,0.00000000
1500084360000,0.00003500,0.00003500,0.00003500,0.00003500,0.00000000,0.00000000,0,0.00000000,0.00000000
1500084420000,0.00003500,0.00003500,0.00003500,0.00003500,0.00000000,0.00000000,0,0.00000000,0.00000000
1500084480000,0.00003500,0.00003500,0.00003500,0.00003500,0.00000000,0.00000000,0,0.00000000,0.00000000
1500084540000,0.00003500,0.00003500,0.00003500,0.00003500,0.00000000,0.00000000,0,0.00000000,0.00000000
1500084600000,0.00003500,0.00003500,0.00003500,0.00003500,0.00000000,0.00000000,0,0.00000000,0.00000000
1500084660000,0.00003500,0.00003500,0.00003500,0.00003500,0.00000000,0.00000000,0,0.00000000,0.00000000
1500084720000,0.00003500,0.00003500,0.00003500,0.00003500,0.00000000,0.00000000,0,0.00000000,0.00000000
1500084780000,0.00003500,0.00003500,0.00003500,0.00003500,0.00000000,0.00000000,0,0.00000000,0.00000000
1500084840000,0.00003500,0.00003500,0.00003500,0.00003500,1600.00000000,0.05600000,1,0.00000000,0.00000000
1500084900000,0.00003500,0.00003500,0.00003500,0.00003500,23407.00000000,0.81924500,6,0.00000000,0.00000000
1500084960000,0.00003500,0.00003500,0.00003500,0.00003500,0.00000000,0.00000000,0,0.00000000,0.00000000
1500085020000,0.00003500,0.00003500,0.00003500,0.00003500,0.00000000,0.00000000,0,0.00000000,0.00000000
1500085080000,0.00003500,0.00003500,0.00003500,0.00003500,0.00000000,0.00000000,0,0.00000000,0.00000000
1500085140000,0.00003500,0.00003500,0.00003500,0.00003500,0.00000000,0.00000000,0,0.00000000,0.00000000
1500085200000,0.00003500,0.00003500,0.00003500,0.00003500,100.00000000,0.00350000,1,100.00000000,0.00350000
1500085260000,0.00003500,0.00003796,0.00003500,0.00003796,18236.00000000,0.64868328,3,18236.00000000,0.64868328
1500085320000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500085380000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500085440000,0.00003796,0.00003796,0.00003796,0.00003796,1000.00000000,0.03796000,1,1000.00000000,0.03796000
1500085500000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500085560000,0.00003796,0.00003796,0.00003796,0.00003796,2230.00000000,0.08465080,1,0.00000000,0.00000000
1500085620000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500085680000,0.00003796,0.00003796,0.00003796,0.00003796,134.00000000,0.00508664,1,134.00000000,0.00508664
1500085740000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500085800000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500085860000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500085920000,0.00003490,0.00003490,0.00003490,0.00003490,44.00000000,0.00153560,1,0.00000000,0.00000000
1500085980000,0.00003490,0.00003490,0.00003490,0.00003490,0.00000000,0.00000000,0,0.00000000,0.00000000
1500086040000,0.00003490,0.00003490,0.00003490,0.00003490,0.00000000,0.00000000,0,0.00000000,0.00000000
1500086100000,0.00003490,0.00003490,0.00003490,0.00003490,0.00000000,0.00000000,0,0.00000000,0.00000000
1500086160000,0.00003490,0.00003490,0.00003490,0.00003490,0.00000000,0.00000000,0,0.00000000,0.00000000
1500086220000,0.00003490,0.00003490,0.00003490,0.00003490,0.00000000,0.00000000,0,0.00000000,0.00000000
1500086280000,0.00003490,0.00003490,0.00003490,0.00003490,0.00000000,0.00000000,0,0.00000000,0.00000000
1500086340000,0.00003796,0.00003796,0.00003796,0.00003796,100.00000000,0.00379600,1,100.00000000,0.00379600
